com.samsung.shealth.social.public_challenge,6307003,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2022-09-25 00:29:11.527,2022-09-25 00:29:11.527,12771ede-3f51-40f8-9546-ee7eaf6524f0.body.json,R5wtjjS0Fd,com.sec.android.app.shealth,1664065751501,12771ede-3f51-40f8-9546-ee7eaf6524f0,
