com.samsung.shealth.social.public_challenge.history,6307003,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2022-09-25 00:29:11.912,2022-09-25 00:29:11.912,a13913e7-d0ae-477a-a170-a041acf28935.body.json,SIMPLE_LEVEL,R5wtjjS0Fd,com.sec.android.app.shealth,1664065751899,a13913e7-d0ae-477a-a170-a041acf28935,
