com.samsung.shealth.activity_level,6307003,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
-1,2025-10-27 22:55:33.212,2025-10-27 22:55:33.212,2025-10-27 22:55:33.224,UTC-0300,R5wtjjS0Fd,com.sec.android.app.shealth,bba0914a-4274-4393-9382-f2dd5f014b5c,
180005,2025-11-04 23:58:55.191,2025-11-04 23:58:55.191,2025-11-04 23:58:55.194,UTC-0300,R5wtjjS0Fd,com.sec.android.app.shealth,ca07a7ea-d2eb-45d3-9fdc-382c449634ca,
