com.samsung.shealth.activity.day_summary,6307003,6
movement_type,create_sh_ver,energy_type,exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,modify_sh_ver,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
,,,,0,,0,90,0,,2022-09-25 00:28:49.907,,2022-09-25 00:28:49.907,,,,-1,0,0,,,,0.0,,0.0,c8d65add-664f-4a59-9272-45dca96ec7e3.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,0,-1,c8d65add-664f-4a59-9272-45dca96ec7e3,2022-09-23 00:00:00.000,
,,,,0,,0,90,0,,2022-09-25 04:51:07.904,,2022-09-25 04:51:07.904,,,,-1,0,0,,,,0.0,,0.0,6f534717-6c02-4e43-a018-ce8b836c3290.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,0,-1,6f534717-6c02-4e43-a018-ce8b836c3290,2022-09-25 00:00:00.000,
,,,,0,,0,90,0,,2022-09-26 03:00:00.585,,2022-09-26 03:00:00.585,,,,-1,0,0,,,,0.0,,0.0,c911a7e4-c79b-4452-b717-3fcb1ef19748.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,0,-1,c911a7e4-c79b-4452-b717-3fcb1ef19748,2022-09-26 00:00:00.000,
,,,,371,,247457,90,0,,2022-09-27 19:15:02.655,,2022-09-27 04:44:57.261,,,,-1,40687,4,,,,270.83,,14.039999,6cd68d1d-cf51-48ac-9ac8-859e6e476145.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,247457,48360000,6cd68d1d-cf51-48ac-9ac8-859e6e476145,2022-09-27 00:00:00.000,
,,,,1009,,668304,90,0,,2022-09-29 03:12:38.190,,2022-09-28 04:43:28.584,,,,-1,60000,12,,,,746.13,,38.23,2fbdb32c-6536-4f8a-9bc9-987d1136a1c9.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,668304,23879999,2fbdb32c-6536-4f8a-9bc9-987d1136a1c9,2022-09-28 00:00:00.000,
,,,,2473,,1548324,90,0,,2022-09-29 19:13:21.996,,2022-09-29 03:12:37.905,,,,-1,300000,27,,,,1851.9104,,94.51,c9d39ca4-d1cb-4e22-8f2b-59ad67c49b73.extra_data.json,R5wtjjS0Fd,314,com.sec.android.app.shealth,1548010,34200000,c9d39ca4-d1cb-4e22-8f2b-59ad67c49b73,2022-09-29 00:00:00.000,
,,,,1602,,1012963,90,0,,2022-10-01 03:00:00.692,,2022-09-30 04:20:03.697,,,,-1,360000,17,,,,1194.0001,,62.480003,bf317c8d-75ca-4524-84b1-9e3042a0bfe3.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1012963,43439999,bf317c8d-75ca-4524-84b1-9e3042a0bfe3,2022-09-30 00:00:00.000,
,,,,1703,,1098399,90,0,,2022-10-01 19:55:02.861,,2022-10-01 03:00:00.593,,,,-1,240000,20,,,,1280.46,,61.04,5389dfb4-6e9a-483c-ad7f-83acf83d1490.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1098399,30660000,5389dfb4-6e9a-483c-ad7f-83acf83d1490,2022-10-01 00:00:00.000,
,,,,215,,143405,90,0,,2022-10-03 01:55:01.962,,2022-10-02 03:51:16.750,,,,-1,52026,2,,,,159.59999,,7.8399987,c34caed4-fbdf-4891-a21c-2f14548e5e5e.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,143405,55920000,c34caed4-fbdf-4891-a21c-2f14548e5e5e,2022-10-02 00:00:00.000,
,,,,4780,,2762301,90,0,,2022-10-03 18:23:07.054,,2022-10-03 03:00:00.386,,,,-1,2040000,51,,,,3629.5898,,172.59,7fe9e251-3baf-43d6-9d6b-2722fe501235.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,2762301,33900000,7fe9e251-3baf-43d6-9d6b-2722fe501235,2022-10-03 00:00:00.000,
,,,,7976,,4807936,90,0,,2022-10-05 00:15:02.157,,2022-10-04 03:23:48.908,,,,-1,1620000,88,,,,6087.3237,,291.53098,1197e5cb-8ec4-4136-8d11-7e8454f92cc0.extra_data.json,R5wtjjS0Fd,2000,com.sec.android.app.shealth,4805936,34560000,1197e5cb-8ec4-4136-8d11-7e8454f92cc0,2022-10-04 00:00:00.000,
,,,,2740,,1706433,90,0,,2022-10-05 18:56:31.532,,2022-10-05 03:00:00.489,,,,-1,240000,31,,,,2043.2198,,104.03003,f14626d6-3db8-4f4c-863d-192639a4b2a2.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1706433,49440000,f14626d6-3db8-4f4c-863d-192639a4b2a2,2022-10-05 00:00:00.000,
,,,,2922,,1814427,90,0,,2022-10-06 22:57:02.658,,2022-10-06 03:37:24.866,,,,-1,360000,33,,,,2186.8198,,108.399994,dd7bce6b-50ba-4b71-b9ce-aa252fa8902c.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1814427,25680000,dd7bce6b-50ba-4b71-b9ce-aa252fa8902c,2022-10-06 00:00:00.000,
,,,,3493,,2209958,90,0,,2022-10-07 23:56:08.711,,2022-10-07 03:19:24.839,,,,-1,180000,40,,,,2563.4998,,135.48,97244b68-c290-4bfd-9ccb-e4a02bd9bddc.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,2209958,28560000,97244b68-c290-4bfd-9ccb-e4a02bd9bddc,2022-10-07 00:00:00.000,
,,,,1592,,1010325,90,0,,2022-10-09 00:31:22.412,,2022-10-08 03:00:01.733,,,,-1,120000,17,,,,1197.5598,,58.610004,1e4fd73f-f448-45ee-aba4-2e1c4a2155a5.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1010325,26820000,1e4fd73f-f448-45ee-aba4-2e1c4a2155a5,2022-10-08 00:00:00.000,
,,,,1646,,1071082,90,0,,2022-10-09 23:55:02.638,,2022-10-09 03:01:03.255,,,,-1,240000,18,,,,1204.06,,63.350002,9dc9d5c3-52b2-43f3-a5fb-644f868ff993.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1071082,24660000,9dc9d5c3-52b2-43f3-a5fb-644f868ff993,2022-10-09 00:00:00.000,
,,,,2903,,1846503,90,0,,2022-10-10 21:55:03.659,,2022-10-10 03:00:01.737,,,,-1,300000,33,,,,2158.1802,,111.15001,4d6dc41d-96c8-4dd4-a810-53c268dee65b.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1846503,26280000,4d6dc41d-96c8-4dd4-a810-53c268dee65b,2022-10-10 00:00:00.000,
,,,,1402,,837452,90,0,,2022-10-12 03:00:00.596,,2022-10-11 03:00:01.493,,,,-1,360000,14,,,,1059.02,,52.58,f2ee6a27-3a3f-47eb-b9a4-cd3321f56787.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,837452,38759999,f2ee6a27-3a3f-47eb-b9a4-cd3321f56787,2022-10-11 00:00:00.000,
,,,,719,,470205,90,0,,2022-10-12 20:05:49.380,,2022-10-12 03:00:00.547,,,,-1,60000,7,,,,530.61,,26.37,7e005ece-4e87-49b1-a55e-c23522e63de6.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,470205,56280000,7e005ece-4e87-49b1-a55e-c23522e63de6,2022-10-12 00:00:00.000,
,,,,7266,,4436021,90,0,,2022-10-14 00:25:55.988,,2022-10-13 03:14:37.699,,,,-1,1140000,81,,,,5485.1807,,285.02002,9ad41aa1-4470-4563-9816-97a2626aef82.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,4436021,38040000,9ad41aa1-4470-4563-9816-97a2626aef82,2022-10-13 00:00:00.000,
,,,,6408,,3828291,90,0,,2022-10-14 19:55:02.967,,2022-10-14 03:37:40.530,,,,-1,1740000,70,,,,4862.4077,,247.63336,2dbf860b-7fd3-4dd4-b840-019969d174c9.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,3828291,26340000,2dbf860b-7fd3-4dd4-b840-019969d174c9,2022-10-14 00:00:00.000,
,,,,0,,0,90,0,,2022-10-15 03:56:02.890,,2022-10-15 03:56:02.890,,,,-1,0,0,,,,0.0,,0.0,4f283908-55a8-4087-a4b2-15937a1be0ae.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,0,-1,4f283908-55a8-4087-a4b2-15937a1be0ae,2022-10-15 00:00:00.000,
,,,,63,,42021,90,0,,2022-10-16 21:05:35.000,,2022-10-16 03:00:01.574,,,,-1,20010,0,,,,45.87,,2.3500001,fb5ba54c-f63f-4e40-a8b8-0b44b566509b.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,42021,57900000,fb5ba54c-f63f-4e40-a8b8-0b44b566509b,2022-10-16 00:00:00.000,
,,,,2886,,1819943,90,0,,2022-10-18 02:05:14.783,,2022-10-17 03:00:01.503,,,,-1,360000,33,,,,2152.8196,,112.07,78f26569-855f-4a20-ae49-4b8e39a323c2.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1819943,33120000,78f26569-855f-4a20-ae49-4b8e39a323c2,2022-10-17 00:00:00.000,
,,,,5957,,3650385,90,0,,2022-10-18 20:02:40.981,,2022-10-18 03:06:54.861,,,,-1,1020000,66,,,,4461.9795,,235.74998,f8910ef0-a5f2-443e-973b-5f7de96b783f.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,3650385,38700000,f8910ef0-a5f2-443e-973b-5f7de96b783f,2022-10-18 00:00:00.000,
,,,,4032,,2505911,90,0,,2022-10-19 22:13:28.036,,2022-10-19 03:00:01.550,,,,-1,360000,45,,,,3016.56,,157.76999,d8e5b95c-ffae-4fc2-b076-78bf2c8e16a2.extra_data.json,R5wtjjS0Fd,3200,com.sec.android.app.shealth,2502711,33720000,d8e5b95c-ffae-4fc2-b076-78bf2c8e16a2,2022-10-19 00:00:00.000,
