com.samsung.shealth.social.public_challenge.extra,6307003,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2022-09-25 00:28:49.961,2022-09-25 00:28:49.961,2,{"uiViewStatusItemList":[]},R5wtjjS0Fd,com.sec.android.app.shealth,0494dd10-e65a-4a40-bd6b-4007bc159881,
