com.samsung.shealth.stress.histogram,6307003,2
update_time,create_time,base_hr,decay_time,deviceuuid,pkg_name,histogram,datauuid
2026-01-18 10:34:19.505,2025-10-26 15:48:07.399,75690,1768731468,tWUO8ZL77Z,com.sec.android.app.shealth,79f8cef8-889f-4dc1-abf0-7a74dcc6c838.histogram.json,79f8cef8-889f-4dc1-abf0-7a74dcc6c838,
