com.samsung.shealth.stress.histogram,6307003,2
update_time,create_time,base_hr,decay_time,deviceuuid,pkg_name,histogram,datauuid
2026-02-06 12:16:28.630,2025-10-26 15:48:07.399,64928,1770377431,tWUO8ZL77Z,com.sec.android.app.shealth,79f8cef8-889f-4dc1-abf0-7a74dcc6c838.histogram.json,79f8cef8-889f-4dc1-abf0-7a74dcc6c838,
