com.samsung.shealth.exercise.custom_exercise,6307003,1
custom_name,custom_type,preference,update_time,create_time,deviceuuid,pkg_name,custom_id,datauuid,visibility
Escadaria,0,6cdab303-36f8-46b0-bbc7-4f5c7a0a56b3.preference.json,2026-02-01 13:38:39.659,2026-02-01 13:38:39.659,R5wtjjS0Fd,com.sec.android.app.shealth,ml3sdzm8_1sk,6cdab303-36f8-46b0-bbc7-4f5c7a0a56b3,1,
