com.samsung.shealth.step_daily_trend,6307003,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
ce394e3d-234c-41a7-8e09-649933b5a478.binning_data.json,2022-09-27 19:15:02.597,2022-09-27 16:35:02.226,com.sec.android.app.shealth,-2,371,1.1060202,270.83,14.04,VfS0qUERdZ,com.sec.android.app.shealth,ce394e3d-234c-41a7-8e09-649933b5a478,1664236800000,
c8e159e6-97cd-4988-bc97-246d86ad7fbc.binning_data.json,2022-09-28 04:43:33.625,2022-09-28 04:43:33.625,com.sec.android.app.shealth,0,371,1.1060202,270.83,14.04,R5wtjjS0Fd,com.sec.android.app.shealth,c8e159e6-97cd-4988-bc97-246d86ad7fbc,1664236800000,
70f00c12-071a-4910-a85f-20c2c98ea243.binning_data.json,2022-09-28 20:22:17.467,2022-09-28 08:11:07.946,com.sec.android.app.shealth,-2,1009,1.1764303,746.13,38.23,VfS0qUERdZ,com.sec.android.app.shealth,70f00c12-071a-4910-a85f-20c2c98ea243,1664323200000,
433cffa3-e66b-4dac-b490-67851557f883.binning_data.json,2022-09-29 03:12:47.349,2022-09-29 03:12:47.349,com.sec.android.app.shealth,0,1009,1.1764303,746.13,38.23,R5wtjjS0Fd,com.sec.android.app.shealth,433cffa3-e66b-4dac-b490-67851557f883,1664323200000,
982bab09-70df-43d2-afd4-21a5141e1cc3.binning_data.json,2022-09-29 19:13:21.885,2022-09-29 12:35:09.247,com.sec.android.app.shealth,-2,2473,1.2671884,1851.91,94.51,VfS0qUERdZ,com.sec.android.app.shealth,982bab09-70df-43d2-afd4-21a5141e1cc3,1664409600000,
64557f10-97d5-4e24-8404-a1bf7d3c265c.binning_data.json,2022-09-30 04:20:08.105,2022-09-30 04:20:08.105,com.sec.android.app.shealth,0,2473,1.2671884,1851.91,94.51,R5wtjjS0Fd,com.sec.android.app.shealth,64557f10-97d5-4e24-8404-a1bf7d3c265c,1664409600000,
ca5164c4-36d1-48f5-bfc8-294656cbae41.binning_data.json,2022-09-30 15:15:01.191,2022-09-30 13:40:14.830,com.sec.android.app.shealth,-2,1602,1.2434311,1194.0,62.48,VfS0qUERdZ,com.sec.android.app.shealth,ca5164c4-36d1-48f5-bfc8-294656cbae41,1664496000000,
e61d01b6-9bec-48d1-b583-aa948d622b93.binning_data.json,2022-10-01 03:00:01.782,2022-10-01 03:00:01.782,com.sec.android.app.shealth,0,1602,1.2434311,1194.0,62.48,R5wtjjS0Fd,com.sec.android.app.shealth,e61d01b6-9bec-48d1-b583-aa948d622b93,1664496000000,
418dc037-2060-4eee-ad1d-028e8d1690e4.binning_data.json,2022-10-01 19:55:02.798,2022-10-01 11:35:01.839,com.sec.android.app.shealth,-2,1703,1.3061703,1280.46,61.04,VfS0qUERdZ,com.sec.android.app.shealth,418dc037-2060-4eee-ad1d-028e8d1690e4,1664582400000,
7d8c58df-cc17-4ba8-8d13-22a02c554e50.binning_data.json,2022-10-02 03:51:28.018,2022-10-02 03:51:28.018,com.sec.android.app.shealth,0,1703,1.3061703,1280.46,61.04,R5wtjjS0Fd,com.sec.android.app.shealth,7d8c58df-cc17-4ba8-8d13-22a02c554e50,1664582400000,
b7a346ab-ed4e-4647-a002-c2846084dddb.binning_data.json,2022-10-03 01:55:01.899,2022-10-02 18:35:01.871,com.sec.android.app.shealth,-2,215,1.2224259,159.59999,7.8399987,VfS0qUERdZ,com.sec.android.app.shealth,b7a346ab-ed4e-4647-a002-c2846084dddb,1664668800000,
8a29bf1a-3e68-44eb-a137-3665a7b18875.binning_data.json,2022-10-03 03:00:01.281,2022-10-03 03:00:01.281,com.sec.android.app.shealth,0,215,1.2224259,159.59999,7.8399987,R5wtjjS0Fd,com.sec.android.app.shealth,8a29bf1a-3e68-44eb-a137-3665a7b18875,1664668800000,
6a392ea5-eb83-4985-9387-51e430e5f23b.binning_data.json,2022-10-03 18:23:06.967,2022-10-03 12:25:03.067,com.sec.android.app.shealth,-2,4780,1.3589067,3597.4,171.0,VfS0qUERdZ,com.sec.android.app.shealth,6a392ea5-eb83-4985-9387-51e430e5f23b,1664755200000,
3c36705f-0c4f-4b5a-aac3-485aeb976b0c.binning_data.json,2022-10-04 03:24:04.783,2022-10-04 03:24:04.783,com.sec.android.app.shealth,0,4780,1.3589067,3597.4,171.0,R5wtjjS0Fd,com.sec.android.app.shealth,3c36705f-0c4f-4b5a-aac3-485aeb976b0c,1664755200000,
618741e3-982a-4e60-8e5a-3a27c5404881.binning_data.json,2022-10-05 00:15:02.067,2022-10-04 12:46:50.926,com.sec.android.app.shealth,-2,7976,1.3617343,6049.38,289.5,VfS0qUERdZ,com.sec.android.app.shealth,618741e3-982a-4e60-8e5a-3a27c5404881,1664841600000,
e2040770-ce2b-45d1-9a2d-9a07b4ef9468.binning_data.json,2022-10-05 03:00:01.216,2022-10-05 03:00:01.216,com.sec.android.app.shealth,0,7976,1.3617343,6049.38,289.5,R5wtjjS0Fd,com.sec.android.app.shealth,e2040770-ce2b-45d1-9a2d-9a07b4ef9468,1664841600000,
a4e89e65-af98-46b1-a684-b746914daf48.binning_data.json,2022-10-05 18:56:31.462,2022-10-05 16:44:23.373,com.sec.android.app.shealth,-2,2740,1.3082267,2043.22,104.03,VfS0qUERdZ,com.sec.android.app.shealth,a4e89e65-af98-46b1-a684-b746914daf48,1664928000000,
5b2fbd65-6e80-4480-be20-66c9cbaa2640.binning_data.json,2022-10-06 03:37:37.734,2022-10-06 03:37:37.734,com.sec.android.app.shealth,0,2740,1.3082267,2043.22,104.03,R5wtjjS0Fd,com.sec.android.app.shealth,5b2fbd65-6e80-4480-be20-66c9cbaa2640,1664928000000,
c2160b51-1860-42fc-befd-3129e5e99b4f.binning_data.json,2022-10-06 22:57:02.564,2022-10-06 10:15:01.961,com.sec.android.app.shealth,-2,2922,1.2912332,2186.82,108.4,VfS0qUERdZ,com.sec.android.app.shealth,c2160b51-1860-42fc-befd-3129e5e99b4f,1665014400000,
18afc765-b4af-4db6-952d-127cc8101041.binning_data.json,2022-10-07 03:19:34.284,2022-10-07 03:19:34.284,com.sec.android.app.shealth,0,2922,1.2912332,2186.82,108.4,R5wtjjS0Fd,com.sec.android.app.shealth,18afc765-b4af-4db6-952d-127cc8101041,1665014400000,
fc901ac2-13b6-41f5-b67f-f2819050e9b5.binning_data.json,2022-10-07 23:56:08.642,2022-10-07 11:15:31.308,com.sec.android.app.shealth,-2,3493,1.2581111,2563.5,135.48,VfS0qUERdZ,com.sec.android.app.shealth,fc901ac2-13b6-41f5-b67f-f2819050e9b5,1665100800000,
118dd05a-85a7-4f7c-9553-5572930a39d8.binning_data.json,2022-10-08 03:00:03.150,2022-10-08 03:00:03.150,com.sec.android.app.shealth,0,3493,1.2581111,2563.5,135.48,R5wtjjS0Fd,com.sec.android.app.shealth,118dd05a-85a7-4f7c-9553-5572930a39d8,1665100800000,
623687b7-5bd3-4539-91c2-58deda157a1a.binning_data.json,2022-10-09 00:31:22.319,2022-10-08 10:35:02.271,com.sec.android.app.shealth,-2,1592,1.2810266,1197.5599,58.61,VfS0qUERdZ,com.sec.android.app.shealth,623687b7-5bd3-4539-91c2-58deda157a1a,1665187200000,
79b2eedc-8bc7-4118-b52a-0befe0127755.binning_data.json,2022-10-09 03:01:11.107,2022-10-09 03:01:11.107,com.sec.android.app.shealth,0,1592,1.2810266,1197.5599,58.61,R5wtjjS0Fd,com.sec.android.app.shealth,79b2eedc-8bc7-4118-b52a-0befe0127755,1665187200000,
3f1fd2e7-db16-44c3-ba14-7def2e4314ac.binning_data.json,2022-10-09 23:55:02.511,2022-10-09 09:51:48.915,com.sec.android.app.shealth,-2,1646,1.1228384,1204.0599,63.35,VfS0qUERdZ,com.sec.android.app.shealth,3f1fd2e7-db16-44c3-ba14-7def2e4314ac,1665273600000,
43064747-161e-4c59-b801-efa979132bf5.binning_data.json,2022-10-10 03:00:03.356,2022-10-10 03:00:03.356,com.sec.android.app.shealth,0,1646,1.1228384,1204.0599,63.35,R5wtjjS0Fd,com.sec.android.app.shealth,43064747-161e-4c59-b801-efa979132bf5,1665273600000,
5ae02fb9-da71-484e-85cb-1ddfcf9a8ec9.binning_data.json,2022-10-10 21:55:03.547,2022-10-10 10:18:29.079,com.sec.android.app.shealth,-2,2903,1.2477283,2158.18,111.15,VfS0qUERdZ,com.sec.android.app.shealth,5ae02fb9-da71-484e-85cb-1ddfcf9a8ec9,1665360000000,
737a162e-d3b8-4c5f-9285-ce323b45bea1.binning_data.json,2022-10-11 03:00:02.310,2022-10-11 03:00:02.310,com.sec.android.app.shealth,0,2903,1.2477283,2158.18,111.15,R5wtjjS0Fd,com.sec.android.app.shealth,737a162e-d3b8-4c5f-9285-ce323b45bea1,1665360000000,
24ccf9ef-f541-4d8d-84f3-ee266e958740.binning_data.json,2022-10-11 16:13:41.834,2022-10-11 12:55:04.307,com.sec.android.app.shealth,-2,1402,1.3368243,1059.02,52.579998,VfS0qUERdZ,com.sec.android.app.shealth,24ccf9ef-f541-4d8d-84f3-ee266e958740,1665446400000,
1cf7c6b1-0529-4580-a7f5-4786a4b25de0.binning_data.json,2022-10-12 03:00:02.019,2022-10-12 03:00:02.019,com.sec.android.app.shealth,0,1402,1.3368243,1059.02,52.579998,R5wtjjS0Fd,com.sec.android.app.shealth,1cf7c6b1-0529-4580-a7f5-4786a4b25de0,1665446400000,
f9b8cb36-4494-43af-9a42-c060fb15be73.binning_data.json,2022-10-12 20:05:49.329,2022-10-12 18:55:03.437,com.sec.android.app.shealth,-2,719,1.2635626,530.61,26.369999,VfS0qUERdZ,com.sec.android.app.shealth,f9b8cb36-4494-43af-9a42-c060fb15be73,1665532800000,
5b783b6d-59fe-49a2-a5f6-e7abe90b8934.binning_data.json,2022-10-13 03:14:45.451,2022-10-13 03:14:45.451,com.sec.android.app.shealth,0,719,1.2635626,530.61,26.369999,R5wtjjS0Fd,com.sec.android.app.shealth,5b783b6d-59fe-49a2-a5f6-e7abe90b8934,1665532800000,
f03ecb0d-dd83-4a52-b5f3-070ce76bca02.binning_data.json,2022-10-14 00:25:55.914,2022-10-13 13:35:23.127,com.sec.android.app.shealth,-2,7266,1.3048463,5453.19,283.4,VfS0qUERdZ,com.sec.android.app.shealth,f03ecb0d-dd83-4a52-b5f3-070ce76bca02,1665619200000,
680032b7-a411-4c93-a0db-9944c323c979.binning_data.json,2022-10-14 03:37:52.893,2022-10-14 03:37:52.893,com.sec.android.app.shealth,0,7266,1.3048463,5453.19,283.4,R5wtjjS0Fd,com.sec.android.app.shealth,680032b7-a411-4c93-a0db-9944c323c979,1665619200000,
10583523-801d-4d78-ac48-64537402e6fd.binning_data.json,2022-10-14 19:55:02.860,2022-10-14 10:35:02.689,com.sec.android.app.shealth,-2,6408,1.319422,4776.24,242.78,VfS0qUERdZ,com.sec.android.app.shealth,10583523-801d-4d78-ac48-64537402e6fd,1665705600000,
41326d8c-cda1-49d0-a574-11cd4f96e54c.binning_data.json,2022-10-15 03:56:19.754,2022-10-15 03:56:19.754,com.sec.android.app.shealth,0,6408,1.319422,4776.24,242.78,R5wtjjS0Fd,com.sec.android.app.shealth,41326d8c-cda1-49d0-a574-11cd4f96e54c,1665705600000,
aeb66bfb-6b4a-45e9-ba96-0b61827b6dd6.binning_data.json,2022-10-16 21:05:34.927,2022-10-16 19:05:02.608,com.sec.android.app.shealth,-2,63,1.0947345,45.87,2.3500001,VfS0qUERdZ,com.sec.android.app.shealth,aeb66bfb-6b4a-45e9-ba96-0b61827b6dd6,1665878400000,
c66403a0-d280-4ea9-844a-6bb9605122e0.binning_data.json,2022-10-17 03:00:02.982,2022-10-17 03:00:02.982,com.sec.android.app.shealth,0,63,1.0947345,45.87,2.3500001,R5wtjjS0Fd,com.sec.android.app.shealth,c66403a0-d280-4ea9-844a-6bb9605122e0,1665878400000,
9f46ebc3-3ed5-4a71-9b43-71b1dc3eb35e.binning_data.json,2022-10-18 02:14:01.054,2022-10-17 12:12:18.017,com.sec.android.app.shealth,-2,2886,1.2596956,2152.82,112.07,VfS0qUERdZ,com.sec.android.app.shealth,9f46ebc3-3ed5-4a71-9b43-71b1dc3eb35e,1665964800000,
2876cd7b-a387-40e6-9266-dfb8946a6414.binning_data.json,2022-10-18 03:06:56.193,2022-10-18 03:06:56.193,com.sec.android.app.shealth,0,2886,1.2596956,2152.82,112.07,R5wtjjS0Fd,com.sec.android.app.shealth,2876cd7b-a387-40e6-9266-dfb8946a6414,1665964800000,
7324f978-b611-4397-842b-9d3c4db9cae6.binning_data.json,2022-10-18 20:02:40.910,2022-10-18 13:55:03.732,com.sec.android.app.shealth,-2,5957,1.2610894,4442.8,234.71,VfS0qUERdZ,com.sec.android.app.shealth,7324f978-b611-4397-842b-9d3c4db9cae6,1666051200000,
01064ed7-9c33-4ce8-abc8-713952c2a53e.binning_data.json,2022-10-19 03:00:06.890,2022-10-19 03:00:06.890,com.sec.android.app.shealth,0,5957,1.2610894,4442.8,234.71,R5wtjjS0Fd,com.sec.android.app.shealth,01064ed7-9c33-4ce8-abc8-713952c2a53e,1666051200000,
0f237e76-6e80-4a71-b8b6-0e504ebe5f88.binning_data.json,2022-10-19 22:13:27.959,2022-10-19 12:29:55.031,com.sec.android.app.shealth,-2,4032,1.3157468,3016.56,157.77,VfS0qUERdZ,com.sec.android.app.shealth,0f237e76-6e80-4a71-b8b6-0e504ebe5f88,1666137600000,
5095f72d-7dbd-41ce-b9a9-cb3e9553f8cc.binning_data.json,2022-10-20 22:15:01.986,2022-10-20 05:27:59.200,com.sec.android.app.shealth,-2,1783,1.2078878,1314.59,70.46,VfS0qUERdZ,com.sec.android.app.shealth,5095f72d-7dbd-41ce-b9a9-cb3e9553f8cc,1666224000000,
f27491da-5d18-4757-b463-c1bdf1db89cf.binning_data.json,2022-10-20 05:27:59.250,2022-10-20 05:27:59.250,com.sec.android.app.shealth,0,4032,1.3157468,3016.56,157.77,R5wtjjS0Fd,com.sec.android.app.shealth,f27491da-5d18-4757-b463-c1bdf1db89cf,1666137600000,
216dd685-65ae-4be7-8a57-21da460e061d.binning_data.json,2022-10-21 03:12:29.566,2022-10-20 05:27:59.269,com.sec.android.app.shealth,0,1783,1.2078878,1314.59,70.46,R5wtjjS0Fd,com.sec.android.app.shealth,216dd685-65ae-4be7-8a57-21da460e061d,1666224000000,
a0728f3e-e4d9-4545-8af0-88f0b6b0c2a0.binning_data.json,2022-10-22 00:28:17.892,2022-10-21 12:07:54.092,com.sec.android.app.shealth,-2,1660,1.3206992,1247.86,65.21,VfS0qUERdZ,com.sec.android.app.shealth,a0728f3e-e4d9-4545-8af0-88f0b6b0c2a0,1666310400000,
b7a7f939-7871-4759-9267-c9d9d94ee5ea.binning_data.json,2022-10-22 03:00:02.688,2022-10-22 03:00:02.688,com.sec.android.app.shealth,0,1660,1.3206992,1247.86,65.21,R5wtjjS0Fd,com.sec.android.app.shealth,b7a7f939-7871-4759-9267-c9d9d94ee5ea,1666310400000,
bdadffee-956f-41ab-bd2d-914553e217ea.binning_data.json,2022-10-22 23:35:32.574,2022-10-22 09:15:03.759,com.sec.android.app.shealth,-2,8278,1.3276781,6244.36,328.46,VfS0qUERdZ,com.sec.android.app.shealth,bdadffee-956f-41ab-bd2d-914553e217ea,1666396800000,
10f99ea3-75d7-471f-912c-d27e3fdf01ae.binning_data.json,2022-10-23 03:00:01.635,2022-10-23 03:00:01.635,com.sec.android.app.shealth,0,8278,1.3276781,6244.36,328.46,R5wtjjS0Fd,com.sec.android.app.shealth,10f99ea3-75d7-471f-912c-d27e3fdf01ae,1666396800000,
31e7a802-4fd3-4f8b-aebd-9361fc4d7d8e.binning_data.json,2022-10-24 01:15:01.839,2022-10-23 13:55:24.480,com.sec.android.app.shealth,-2,193,1.1815625,143.3,7.1,VfS0qUERdZ,com.sec.android.app.shealth,31e7a802-4fd3-4f8b-aebd-9361fc4d7d8e,1666483200000,
6e7e8110-363d-4a48-986a-598af68279c3.binning_data.json,2022-10-24 03:42:39.612,2022-10-24 03:42:39.612,com.sec.android.app.shealth,0,193,1.1815625,143.3,7.1,R5wtjjS0Fd,com.sec.android.app.shealth,6e7e8110-363d-4a48-986a-598af68279c3,1666483200000,
0346b655-ef92-4961-bde2-3b2f3a280355.binning_data.json,2022-10-24 22:23:52.480,2022-10-24 12:35:03.030,com.sec.android.app.shealth,-2,2811,1.244247,2069.16,110.25,VfS0qUERdZ,com.sec.android.app.shealth,0346b655-ef92-4961-bde2-3b2f3a280355,1666569600000,
a810f0a7-72db-40a2-9e53-0b8c36967020.binning_data.json,2022-10-25 03:24:14.061,2022-10-25 03:24:14.061,com.sec.android.app.shealth,0,2811,1.244247,2069.16,110.25,R5wtjjS0Fd,com.sec.android.app.shealth,a810f0a7-72db-40a2-9e53-0b8c36967020,1666569600000,
cc58e15d-e27a-4698-9c79-c0172b43c540.binning_data.json,2022-10-26 01:35:03.759,2022-10-25 09:15:02.746,com.sec.android.app.shealth,-2,7374,1.3283004,5527.69,285.3,VfS0qUERdZ,com.sec.android.app.shealth,cc58e15d-e27a-4698-9c79-c0172b43c540,1666656000000,
21c10e3b-08d9-49e6-bfdb-b50203b22e2c.binning_data.json,2022-10-26 03:26:26.476,2022-10-26 03:26:26.476,com.sec.android.app.shealth,0,7374,1.3283004,5527.69,285.3,R5wtjjS0Fd,com.sec.android.app.shealth,21c10e3b-08d9-49e6-bfdb-b50203b22e2c,1666656000000,
4dd3c485-2328-4d05-8e5d-57d7efe9b368.binning_data.json,2022-10-27 00:36:50.995,2022-10-26 09:35:02.225,com.sec.android.app.shealth,-2,13511,1.3558836,10162.71,521.03,VfS0qUERdZ,com.sec.android.app.shealth,4dd3c485-2328-4d05-8e5d-57d7efe9b368,1666742400000,
e87c8384-e498-4872-958a-051a9ef2c396.binning_data.json,2022-10-27 03:14:34.170,2022-10-27 03:14:34.170,com.sec.android.app.shealth,0,13511,1.3558836,10162.71,521.03,R5wtjjS0Fd,com.sec.android.app.shealth,e87c8384-e498-4872-958a-051a9ef2c396,1666742400000,
7b90f14d-e2a2-482f-871c-6fcc6af80b1a.binning_data.json,2022-10-27 22:40:24.972,2022-10-27 09:34:59.585,com.sec.android.app.shealth,-2,1790,1.2400379,1324.05,69.06,VfS0qUERdZ,com.sec.android.app.shealth,7b90f14d-e2a2-482f-871c-6fcc6af80b1a,1666828800000,
8bb77c31-6e2a-408c-89bd-3cd7d2439ee2.binning_data.json,2022-10-28 23:17:27.933,2022-10-28 04:05:27.584,com.sec.android.app.shealth,-2,1691,1.24625,1247.56,65.61,VfS0qUERdZ,com.sec.android.app.shealth,8bb77c31-6e2a-408c-89bd-3cd7d2439ee2,1666915200000,
020f3b75-da45-45c9-acc3-433237490267.binning_data.json,2022-10-29 05:00:06.228,2022-10-28 04:05:27.612,com.sec.android.app.shealth,0,1691,1.24625,1247.56,65.61,R5wtjjS0Fd,com.sec.android.app.shealth,020f3b75-da45-45c9-acc3-433237490267,1666915200000,
2912b89e-7f30-47f5-a911-d219cd18b071.binning_data.json,2022-10-28 04:05:27.616,2022-10-28 04:05:27.616,com.sec.android.app.shealth,0,1790,1.2400379,1324.05,69.06,R5wtjjS0Fd,com.sec.android.app.shealth,2912b89e-7f30-47f5-a911-d219cd18b071,1666828800000,
9b4b91fc-4872-450c-8251-d56a0b7e71d1.binning_data.json,2022-10-30 00:24:26.844,2022-10-29 10:35:02.435,com.sec.android.app.shealth,-2,3931,1.2928092,2955.45,144.43,VfS0qUERdZ,com.sec.android.app.shealth,9b4b91fc-4872-450c-8251-d56a0b7e71d1,1667001600000,
6459c746-5ad3-4734-8e6f-11ee1ddcb349.binning_data.json,2022-10-30 03:50:12.681,2022-10-30 03:50:12.681,com.sec.android.app.shealth,0,3931,1.2928092,2955.45,144.43,R5wtjjS0Fd,com.sec.android.app.shealth,6459c746-5ad3-4734-8e6f-11ee1ddcb349,1667001600000,
7d6c9664-1950-455c-b815-6c6a43752f48.binning_data.json,2022-10-31 00:15:01.734,2022-10-30 14:15:01.081,com.sec.android.app.shealth,-2,658,1.200509,483.66,25.32,VfS0qUERdZ,com.sec.android.app.shealth,7d6c9664-1950-455c-b815-6c6a43752f48,1667088000000,
61b41765-f6b2-49b1-b8ce-330cd29f803d.binning_data.json,2022-10-31 03:00:02.006,2022-10-31 03:00:02.006,com.sec.android.app.shealth,0,658,1.200509,483.66,25.32,R5wtjjS0Fd,com.sec.android.app.shealth,61b41765-f6b2-49b1-b8ce-330cd29f803d,1667088000000,
4dae5e1f-832e-4017-b43f-6f9685d5ec3c.binning_data.json,2022-10-31 21:54:16.864,2022-10-31 11:00:01.828,com.sec.android.app.shealth,-2,1045,1.2165536,777.61,40.02,VfS0qUERdZ,com.sec.android.app.shealth,4dae5e1f-832e-4017-b43f-6f9685d5ec3c,1667174400000,
a9384f24-9b15-4940-8382-5aa24afecb97.binning_data.json,2022-11-01 03:00:03.850,2022-11-01 03:00:03.850,com.sec.android.app.shealth,0,1045,1.2165536,777.61,40.02,R5wtjjS0Fd,com.sec.android.app.shealth,a9384f24-9b15-4940-8382-5aa24afecb97,1667174400000,
fa1fd6a7-b955-458b-b0bb-d285daac6183.binning_data.json,2022-11-02 00:36:00.284,2022-11-01 09:25:45.170,com.sec.android.app.shealth,-2,7461,1.3342856,5620.85,269.14,VfS0qUERdZ,com.sec.android.app.shealth,fa1fd6a7-b955-458b-b0bb-d285daac6183,1667260800000,
91d5bac0-e9b8-44b5-ab46-94ae00b5d6df.binning_data.json,2022-11-02 03:00:05.792,2022-11-02 03:00:05.792,com.sec.android.app.shealth,0,7461,1.3342856,5620.85,269.14,R5wtjjS0Fd,com.sec.android.app.shealth,91d5bac0-e9b8-44b5-ab46-94ae00b5d6df,1667260800000,
58b70617-8fb8-4882-a0b9-fb45910cef23.binning_data.json,2022-11-03 00:12:19.045,2022-11-02 13:35:03.846,com.sec.android.app.shealth,-2,2457,1.2960572,1837.22,90.909996,VfS0qUERdZ,com.sec.android.app.shealth,58b70617-8fb8-4882-a0b9-fb45910cef23,1667347200000,
befb36b7-f5df-480b-983f-1aaf88836151.binning_data.json,2022-11-03 03:00:01.804,2022-11-03 03:00:01.804,com.sec.android.app.shealth,0,2457,1.2960572,1837.22,90.909996,R5wtjjS0Fd,com.sec.android.app.shealth,befb36b7-f5df-480b-983f-1aaf88836151,1667347200000,
84fb65e0-28e6-4dda-8647-35dbf7ae9f0a.binning_data.json,2022-11-03 22:55:02.799,2022-11-03 10:43:15.119,com.sec.android.app.shealth,-2,4245,1.3021562,3187.57,157.79,VfS0qUERdZ,com.sec.android.app.shealth,84fb65e0-28e6-4dda-8647-35dbf7ae9f0a,1667433600000,
1d7bffa9-e788-4b0e-af79-aedb98adac52.binning_data.json,2022-11-04 03:00:02.136,2022-11-04 03:00:02.136,com.sec.android.app.shealth,0,4245,1.3021562,3187.57,157.79,R5wtjjS0Fd,com.sec.android.app.shealth,1d7bffa9-e788-4b0e-af79-aedb98adac52,1667433600000,
b3d82425-c77a-4d41-b1f9-10db935df3b7.binning_data.json,2022-11-04 21:28:12.935,2022-11-04 12:53:47.611,com.sec.android.app.shealth,-2,1304,1.3000271,946.75,50.46,VfS0qUERdZ,com.sec.android.app.shealth,b3d82425-c77a-4d41-b1f9-10db935df3b7,1667520000000,
fe5264b1-3cea-453f-984e-6479be6ffb6a.binning_data.json,2022-11-05 03:47:55.388,2022-11-05 03:47:55.388,com.sec.android.app.shealth,0,1304,1.3000271,946.75,50.46,R5wtjjS0Fd,com.sec.android.app.shealth,fe5264b1-3cea-453f-984e-6479be6ffb6a,1667520000000,
3bd2200c-143a-4318-b7e7-7f1553843bed.binning_data.json,2022-11-06 00:15:02.790,2022-11-05 08:37:28.614,com.sec.android.app.shealth,-2,6625,1.3945321,4986.15,236.78,VfS0qUERdZ,com.sec.android.app.shealth,3bd2200c-143a-4318-b7e7-7f1553843bed,1667606400000,
b1df18d8-1af6-445a-992b-6da5363a1104.binning_data.json,2022-11-06 03:00:01.401,2022-11-06 03:00:01.401,com.sec.android.app.shealth,0,6625,1.3945321,4986.15,236.78,R5wtjjS0Fd,com.sec.android.app.shealth,b1df18d8-1af6-445a-992b-6da5363a1104,1667606400000,
f59380f1-a7e8-4b13-be71-0646e734ef62.binning_data.json,2022-11-06 23:15:03.262,2022-11-06 11:35:03.822,com.sec.android.app.shealth,-2,1316,1.040351,948.82,50.45,VfS0qUERdZ,com.sec.android.app.shealth,f59380f1-a7e8-4b13-be71-0646e734ef62,1667692800000,
1ac51ab4-4782-4e2e-8b18-ae28340cc559.binning_data.json,2022-11-07 03:09:18.469,2022-11-07 03:09:18.469,com.sec.android.app.shealth,0,1316,1.040351,948.82,50.45,R5wtjjS0Fd,com.sec.android.app.shealth,1ac51ab4-4782-4e2e-8b18-ae28340cc559,1667692800000,
775abde1-4d0d-4370-93cb-554f13df76f8.binning_data.json,2022-11-08 02:25:37.060,2022-11-07 10:15:00.863,com.sec.android.app.shealth,-2,2851,1.2628857,2126.62,110.03,VfS0qUERdZ,com.sec.android.app.shealth,775abde1-4d0d-4370-93cb-554f13df76f8,1667779200000,
a92a2cc2-66c6-4b83-8e2c-c1f10630f906.binning_data.json,2022-11-08 03:00:01.943,2022-11-08 03:00:01.943,com.sec.android.app.shealth,0,2851,1.2628857,2126.62,110.03,R5wtjjS0Fd,com.sec.android.app.shealth,a92a2cc2-66c6-4b83-8e2c-c1f10630f906,1667779200000,
a2788038-2d03-42b5-a428-6d96705e16e8.binning_data.json,2022-11-08 22:32:41.224,2022-11-08 10:15:27.107,com.sec.android.app.shealth,-2,8894,1.2732308,6638.46,351.01,VfS0qUERdZ,com.sec.android.app.shealth,a2788038-2d03-42b5-a428-6d96705e16e8,1667865600000,
1be93dae-9a73-4d8f-b58d-369821d3060b.binning_data.json,2022-11-09 03:00:01.496,2022-11-09 03:00:01.496,com.sec.android.app.shealth,0,8894,1.2732308,6638.46,351.01,R5wtjjS0Fd,com.sec.android.app.shealth,1be93dae-9a73-4d8f-b58d-369821d3060b,1667865600000,
c5b4c9ee-d301-4438-8298-9e98f86e59a7.binning_data.json,2022-11-10 00:44:54.133,2022-11-09 10:55:01.015,com.sec.android.app.shealth,-2,1557,1.2309996,1146.49,62.399998,VfS0qUERdZ,com.sec.android.app.shealth,c5b4c9ee-d301-4438-8298-9e98f86e59a7,1667952000000,
ccd815a0-e21d-4459-b2de-db9d0df9dc57.binning_data.json,2022-11-10 03:34:51.145,2022-11-10 03:34:51.145,com.sec.android.app.shealth,0,1557,1.2309996,1146.49,62.399998,R5wtjjS0Fd,com.sec.android.app.shealth,ccd815a0-e21d-4459-b2de-db9d0df9dc57,1667952000000,
4ac9f596-88ee-4aca-bae9-e39131fa9aa4.binning_data.json,2022-11-11 00:14:20.324,2022-11-10 09:50:27.177,com.sec.android.app.shealth,-2,3556,1.2660412,2650.81,134.53,VfS0qUERdZ,com.sec.android.app.shealth,4ac9f596-88ee-4aca-bae9-e39131fa9aa4,1668038400000,
de2dc1b9-812d-4851-a732-d5a68cfd7e04.binning_data.json,2022-11-11 03:23:38.761,2022-11-11 03:23:38.761,com.sec.android.app.shealth,0,3556,1.2660412,2650.81,134.53,R5wtjjS0Fd,com.sec.android.app.shealth,de2dc1b9-812d-4851-a732-d5a68cfd7e04,1668038400000,
c82f5438-2af8-40ee-af2f-d358ae5714e5.binning_data.json,2022-11-12 01:34:49.436,2022-11-11 10:24:20.655,com.sec.android.app.shealth,-2,4035,1.3106635,3035.13,146.46,VfS0qUERdZ,com.sec.android.app.shealth,c82f5438-2af8-40ee-af2f-d358ae5714e5,1668124800000,
