com.samsung.shealth.shm_device,6307003,2
create_sh_ver,device_name,device_type,capability,modify_sh_ver,update_time,create_time,shm_data_id,time_offset,shm_device_uuid,deviceuuid,comment,pkg_name,fixed_name,shm_update_time,datauuid,shm_create_time
63051050,SM-L335F,2003132786,5b1e39bb-8101-48a1-b9d3-c4994dc6585d.capability.json,63051050,2025-10-26 18:05:02.006,2025-10-26 18:05:02.006,b0df0d874a7e88c3290843f7e436c445fe812685dc01ec8318e0a7abbd9fe116,UTC+0000,b0df0d874a7e88c3290843f7e436c445fe812685dc01ec8318e0a7abbd9fe116,82c7e5af-cc51-412a-a194-f2bccbe7c45c,,com.samsung.android.shealthmonitor,SM-L335F,1970-01-01 00:00:00.000,5b1e39bb-8101-48a1-b9d3-c4994dc6585d,2025-10-26 18:05:00.829,
63051050,SM-L335F,2003132786,eee8debe-ccb1-4453-b7ba-13ddc42ea444.capability.json,63051050,2025-10-27 23:39:30.135,2025-10-27 23:39:30.135,b0df0d874a7e88c3290843f7e436c445fe812685dc01ec8318e0a7abbd9fe116,UTC+0000,b0df0d874a7e88c3290843f7e436c445fe812685dc01ec8318e0a7abbd9fe116_1761501900829,82c7e5af-cc51-412a-a194-f2bccbe7c45c,,com.samsung.android.shealthmonitor,SM-L335F,2025-10-27 23:39:27.964,eee8debe-ccb1-4453-b7ba-13ddc42ea444,2025-10-26 18:05:00.829,
63051050,SM-L335F,2003132786,859f74c1-b110-41b3-9c04-155b26b9222b.capability.json,63051050,2025-10-28 09:56:44.639,2025-10-28 09:56:44.639,b0df0d874a7e88c3290843f7e436c445fe812685dc01ec8318e0a7abbd9fe116,UTC+0000,b0df0d874a7e88c3290843f7e436c445fe812685dc01ec8318e0a7abbd9fe116_1761608368964,82c7e5af-cc51-412a-a194-f2bccbe7c45c,,com.samsung.android.shealthmonitor,SM-L335F,2025-10-28 09:56:42.297,859f74c1-b110-41b3-9c04-155b26b9222b,2025-10-27 23:39:28.964,
